Judul ,Tahun,Nama Penulis ,Abstrak,Keywords
"DAMPAK SUBSIDI SUKU BUNGA KREDIT INVESTASI DAN
PENINGKATAN TARIF IMPOR KERTAS PADA
PERMINTAAN DAN PENAWARAN
PULP DAN KERTAS
DI INDONESIA",2014,ANGGRIANI OKTAVIA SITANGGANG,Pulp in one of the main materials in producing paper so that the availabilty of the quantity production of pulp may influence the quantity of the paper production. The high production of pulp and paper have not yet fullfilled necessary demand pulp and domestic. The goverment role in the decline interest rate for investement and the increase of tariff imported paper are expected to increase the production of pulp and domestic paper and to protect the industry domestic paper from import activity. This research is analysed by using econometric model inside in a form of equations. The specification of the model of Demand and Supply pulp and paper consisting of 16 equations (14 structural equations and two identity equations). By the implementation of the policy of the real interest rate subsidy for investement pulp industry and paper will increase the production of pulp and paper. The increase of the tariff imported paper will protect the industry of domestic paper from the foreign paper production.," demand, import tariff for paper, paper and pulp, real interest rate
 subsidy for investment, supply"
"DAMPAK KEBIJAKAN EKONOMI KOMODITAS GULA
TERHADAP KESEJAHTERAAN PRODUSEN DAN
KONSUMEN GULA DI INDONESIA",2014,MARLINA DESIDERIA,"Sugar is one of the basic necessities for peoples. Demand of sugar in Indonesia tend to be higher than the production of sugar. In order to fulfill the highly demand of sugar, Indonesian government conduct to import the sugar. Indonesia’s sugar import are limited by tariff policy. In 2015, Indonesian sugar import tariff should be eliminated due to the regional agreement of ASEAN Economic Community (AEC). The removal of sugar import tariff will cause large supply of imported sugar and causes sugar prices to be low. The low price of sugar causes sugarcane farmers doesn’t have incentive to increase domestic sugar productions. Therefore, it is a requirement to create a policy in order to improve sugar's producers and consumers welfare. The purpose of this research is: (1) to analyze the factors that affect the supply, demand, and price of sugar; (2) to analyze the impact of economic policies in sugar commodity on supply, demand, and price of sugar; (3) to analyze the impact of economic policies in sugar commodity to sugar's producers and consumers welfare in Indonesia. This research is analyzed using econometric model in the form of simultanous equations system. Specification of Indonesian sugar trade model consists of 20 equations (13 structural equations and 7 identity equations). The removal of sugar import tariff will decrease the welfare of sugar producers. The removal of sugar import tariff needs to be combined with increasing sugar prices at the farm level so producers and consumers welfare will be improved.","AEC, sugar, price, producers and consumers welfare, import tariffs"
"PENGARUH PENINGKATAN HARGA KEDELAI TERHADAP
KEUNTUNGAN DAN NILAI TAMBAH INDUSTRI TAHU DI
DESA LEUWEUNG KOLOT KECAMATAN CIBUNGBULANG
KABUPATEN BOGOR",2014,VERANI RESTIA WIJAYA,"Soybean is the important ingredient in soybean processing enterprises such as tofu and tempeh. The increase of soybean price that has affects the business sustainability of the household tofu industry who have limited capital and accessibility. The objective of this research is to analyse the effect of increasing soybean price to the cost structure, profit, and value-added of the tofu industry in Leuweung Kolot village. The analysis used in this study consisted of analysis for calculating profit, analysis of revenue and R/C ratio, also the value-added analysis by using Hayami method. Based on the research that had been conducted showed that the increase in soybean price affected the cost structure and profit of tofu industry. The increase in profit based on the strategy undertaken by the tofu industry to increase the selling price and decrease the size of tofu. Likewise with value added analysis indicated that the increase in soybean prices also affected the value added generated by the tofu industry in Leuweung Kolot village.","Profit, soybean, value added "
"DAMPAK FLUKTUASI HARGA PANGAN HEWANI ASAL
TERNAK TERHADAP INFLASI DI KABUPATEN BOGOR",2014,FIKRIYAN NURIYATUL HASANAH,"Bogor District has a fluctuative inflation. The highest inflation is contributed by food category, especially food from livestock. Therefore, the price of the food from livestock became an important issue in Bogor District. This research analyze the prices of food from livestock, such as broiler meat (carcass), filet beef, beefsteak, beef, beef livers, mutton, layer egg, native chicken egg, duck egg, and fresh milk. The data used are monthly time series data from January 2010 to December 2013. The purpose of this research are: 1) to describe the development of food from livestock price in Bogor District using descriptive analysis, 2) to analyze the effects of food from livestock price fluctuations on inflation in Bogor District using VAR (Vector Autoregression) model. The result of descriptive analysis shows that in 2010-2013 the prices of broiler meat (carcass), filet beef, beefsteak, beef, beef livers, goat meat, and layer egg have an upward trend, while native chicken egg, duck egg, and fresh milk have a stable trend. The result of VAR (Vector Autoregression) analysis shows that in the long term, price fluctuation effected on inflation of Bogor District, especially beef and layer egg, followed by native chicken egg, broiler meat (carcass), filet beef, fresh milk, duck egg, and mutton. The beefsteak and beef livers are not significantly effect on inflation.","fluctuation, inflation, food from livestock price, VAR"
"DAMPAK PERUBAHAN HARGA OUTPUT DAN INPUT TERHADAP DAYA SAING USAHA PEMBENIHAN IKAN PATIN DI KECAMATAN CIAMPEA, KABUPATEN BOGOR",2014,EMELIA BRENDA ELIZABETH SITORUS,"Pangasius is one of commodity which became the target for fisheries cultivating revitalization program of Ministry of Marine and Fishery Affairs. This commodity has an export opportunity, local absorption rate, high enough employment, and cultivation technology which has developing in the society. Ciampea District is the production center for Pangasius hatchery in West Bogor Regency. The aims of this research were to (1) know the characteristic of Pangasius hatchery enterprise, (2) analyze the comparative and competitive advantage and the impact of government policy to Pangasius hatchery enterprise based on enterprise scales, and (3) analyze the impact of input and output price’s change to comparative and competitive advantage of the Pangasius hatchery enterprise based on the enterprise scales in Ciampea District. The data was took by using 32 population data of Pangasius hatchery enterprises as the sample which were categorized using strata; 11 small scale enterprises, 11 middle scale enterprises, and 10 big scale enterprises in Ciampea District, Bogor Regency. The analysis method to know the competitiveness was Policy Analysis Matrix (PAM). Private Cost Ratio (PCR) and Domestic Resource Cost Ratio (DCR) of Pangasius hatchery enterprise in each scales were below one, means that Pangasius hatchery enterprise in Ciampea District in each scales have the competitiveness. The increasing of output price can increase the competitiveness and the increasing of input price can decrease the competitiveness of hatchery enterprise each scales in Ciampea. In order to reduce the production cost for increasing the competitiveness of Pangasius hatchery enterprises, the government should provide input subsidy as the incentive, especially artemia which is still imported from the other country.","Ciampea, competitiveness, hatchery enterprise, Pangasius hatchery,
Policy Analysis Matrix (PAM). "
"EVALUASI PENETAPAN HARGA POKOK PENJUALAN
AIR MINUM DALAM KEMASAN PADA PT X DENGAN
METODE ACTIVITY BASED COSTING",2014,ANISSHA HUD ALAYDRUS,"CGS determination is important in term of basic usage for strategic decision such as determination of selling price that will affect the company profit. The objectives of this study are : to evaluate the method used by company for CGS determination, to calculate the CGS by using Activity Based Costing (ABC) method, to compare the result between two methods and to give improvement suggestion to company. Result showed that company use conventional method for CGS calculation. The difference between conventional and ABC methods resulting in Rp 5 375.26 and Rp 5 682.23 for gallons while it gives Rp 1 756.13 and Rp 1 431.22 for 330 ml bottles. We found also that company strategy has determined the selling price of 330 ml bottle is currently only Rp 1 000.00 while for the gallon product, the company only take 12.58% profit from the selling price calculated. Suggestion for company derived from the result are increasing production volume in order to achieve the break even point analysis, increase the selling price of gallons product in order to reach the company target and hopefully using the program application designed to facilitate CGS determination based on ABC method.","Cost of Goods Sold (CGS), Activity Based Costing(ABC) method,
drinking water product."
"ANALISIS USAHA PENGRAJIN TAHU SUMEDANG
SEBELUM DAN SETELAH KENAIKAN HARGA KEDELAI
(Studi Kasus: Kecamatan Tanjungsari, Sumedang)",2014,KIKY FITRIA AMBARWANGI,"Soybean is one of the food that the price level is fluctuated. The soybean price increase will affect the soybean processing industry, one of which is tofu industry. The soybean prices increase are expected to affect the structure of cost, revenue, profit, and the efficiency of a business. This research aimed to analyze of tofu industry business before and after the soybean price increase. The method that used in the study was a census method. Data were analyzed quantitatively and qualitatively. The analytical tool used is the R / C ratio, paired t-test, and anova test. The results of the analysis of a total of 20 respondents showed that the soybean price increase has effect on the cost, revenue, profit, and the R/C ratio, as well as with an internal analysis of business scale. However, the results of the analysis at different levels of scale of business is no different. This is due to the small sample size in each scale of business and strategy performed relatively the same at every scale of business, so it can not represent the whole population in the District Tanjungsari, Sumedang","cost, different test, efficinecy, profit, the soybean price increase"
"DAMPAK KENAIKAN HARGA KEDELAI TERHADAP TIGA
USAHA KECIL DAN MENENGAH TAHU KOTA BOGOR",2014,INDRIYANI,"Inability to meet the needs of domestic soybeans make Indonesia dependence on imports. Consequently there is no certainty of domestic supply availability and price stability of soybean. The increased price of soybeans in the country influenced by the world soybean prices often occur and cannot be avoided by tofu industries that are consumers of imported soybeans. With the diversity of tofu business scale existing in Indonesia, the impact of rising soybean prices will vary from one tofu business to others. Therefore, this study uses three samples with different scale business to compare the impact of rising soybean prices. Classification of used business scale is based on the amount of daily production capacity, that is the scale of households with a daily production capacity of ≤ 100 kg, small scale with a daily production capacity of 101-200 kg, and medium scale with a daily production capacity of 201-300 kg. The indicators used in this study is the profitability value, value-added and sensitivity. The results obtained are that v medium-sized tofu businesses generate the highest profitability value and valueadded, and are the most resistant tofu business in encountering the increased soybean prices. However, the results obtained by medium-sized tofu businesses are not much different from the value obtained by small-sized tofu businesses. Thus, in this study, small and medium-sized tofu business generate insignificantly different profitability value, value-added, and the sensitivity.","soybean price fluctuations, value added, profitability, tofu"
"ANALISIS SISTEM PEMASARAN BERAS CIHERANG di
KECAMATAN CIBEBER, KABUPATEN CIANJUR",2014,ALEXANDRO EPHANNUEL SARAGIH,"Rice is the basic commodity that became the staple food for the Indonesian. The purposes of this research were analyzing marketing channels, function, structure and marketing institutions of farmer Ciherang Variety in Cibeber Subdistrict. Beside that, the purposes of this research were analyzing the marketing efficiency by marketing margin, farmer’s share and benefit cost ratio approaching. The research was conducted in 3 villages that are Cisalak, Karangnunggal, Salamnunggal with 30 farmers as the respondents and there are 7 marketing institutions in the subdistrict. Generally, the market structure in this subdistrict is oligopsonistic . Based on the marketing function and the profitable ratio about marketing cost, the channels that through farmers-middlemen-major collector and rice mills in village-retailer-consumer rice in Jakarta is the most efficient channels. The farmer should have made farmer groups or cooperation as part of the marketing system to improve the bargaining position and easier capitalization like through the warehouse system in Cianjur.","Efficiency, Farmer’ Share , Marketing Margin, Rice "
"ANALISIS TATANIAGA TEBU,
DESA PINTU, KECAMATAN JENANGAN,
KABUPATEN PONOROGO, JAWA TIMUR",2014,DWI SETYAWATI PUTRI,"Sugarcane is one of the 15 national main commodities to support plantation development goals from 2010 to 2014. The purpose of this study are to identify the marketing channel, function, institution, market structure and market behavior, and to analyze the operational efficiency of trading sugarcane system with margin trading system approach, the farmer's share, and the ratio of benefit to cost. Observation and interview were performed with the purposive method for farmers in the Pintu Village, while the snowball method was performed for institution trading system. The result showed that there were four trading channels system. Based on margin trading system, the farmer's share, and the ratio of benefit to cost trading system shows that the channel one is the efficient channel to direct sales from farmers to sugar factory and channel four is an efficient channel sales through middlemen.","Efficiency, farmer's share, Pintu Village, sugarcane marketing"
