Judul ,Tahun,Nama Penulis ,Abstrak,Keywords
"PENGARUH HARGA DAGING AYAM RAS, COVID-19, DAN DETERMINAN LAIN TERHADAP SPILLOVER EFFECT INFLASI TINGKAT REGIONAL DI INDONESIA",2022,ALIFIA NUR FAUZAN,"The Covid-19 pandemic impacted the demand and supply of a strategic food commodity, such as chicken meat with fluctuating prices, thus affecting the inflation rate, which is one of the benchmarks for economic conditions. Inflation needs to be monitored and controlled by considering monetary and non-monetary factors. This study analyzes the development of inflation, chicken meat prices, provincial minimum wages, interest rates for consumption loans, and MSME loans. This study also analyzes the impact of regional inflation determinants and spatial interactions that impact the spillover of regional inflation bu considering the Covid-19 dummy. This study uses monthly data from 34 provinces in Indonesia for 2018-2021 and analyzes using the spatial panel method. The results showed that the price of chicken meat prices and the provincial minimum wage have a significant positive effect on inflation in a province and the nearest province. In contrast, interest rates for consumption loans, MSME loans, and the Covid-19 dummy have a significant negative effect on in a province and the nearest province.","Covid-19, Inflation, Price, Spatial Panel"
PENGEMBANGAN MODUL FRONT-END SISTEM PENCATATAN TRANSAKSI DISTRIBUSI CABAI MENGGUNAKAN TEKNOLOGI BLOCKCHAIN,2022,MOKHAMAD INGGIT PRAKASA,"Chili is a commodity that has a very fluctuating price. The fluctuation of chili prices contributed to inflation in Indonesia. To monitor chili prices and production, a supply chain management system for chili is needed through the use of blockchain technology. Therefore, a system for recording chili distribution transactions was created by applying blockchain technology to record all production transactions. The development of this system is carried out in a team using the Extreme Programming development method. This research focuses on the implementation of blockchain technology in developing a front-end module for recording chili distribution for each user to monitor the price and production of chili. Users of this system are actors in the chili distribution chain, namely producers, wholesalers, wholesalers, retailers, and consumers. The results of this study are the making of application views and the use of blockchain technology in chili distribution transactions.","Blockchain, Chili, Extreme Programming, Front end, Recording distribution transactions"
STRATEGI BEAR SPREADS MENGGUNAKAN OPSI BARRIER UNTUK LINDUNG NILAI (HEDGING) HARGA KOPI ROBUSTA,2022,ANDI CIPTA MAGFIRAH,"The covid-19 pandemic, which has recently been experienced in several countries, especially in Indonesia, has a fairly high impact on the economy in Indonesia. The decline in coffee demand in Indonesia also has an effect due to government policies in limiting or closing activities (lockdown) in various regions in Indonesia, so this can be affecting fluctuations in coffee prices, especially robusta coffee in Indonesia. Hedging is a solution to deal with fluctuations in robusta coffee prices, especially during the decline in coffee prices in the future. Options are one of the derivative products used in hedging activities and are used in various trading strategies. In this study, two strategies were carried out in protecting investors from falling prices, namely the bear spreads strategy using vanilla options and the bear spreads strategy using the barrier option. The barrier options used are up and knock-out. Based on the calculation results, the bear spreads strategy using the barrier option is the best hedging strategy in making the largest profit that has cheaper initial cash flow compared to the bear spreads strategy using vanilla options.","barrier options, bear spreads, hedging, robusta coffee, vanilla options"
SISTEM PEMASARAN JERUK KEPROK DI KECAMATAN BONTOMATENE KABUPATEN KEPULAUAN SELAYAR,2022,ANDI NUR MAGHFIRAH,"Bontomatene District is the center of tangerine production on Selayar Island. There is a fairly high price difference between the price paid by consumers and the price received by farmers. As a production center, researchers want to know how many institutions and marketing channels are formed, the marketing functions carried out, the efficiency of marketing tangerines from farmers to final consumers. The results showed that the marketing institutions involved were village collectors and regional collectors. There are 3 marketing channels formed. Each channel performs the existing marketing functions (exchange, physical, and facilities). However, not all marketing agencies perform all existing marketing functions. Marketing channel 1 grade of tangerine D is a channel and grade that is more efficient than other channels and grades of tangerines because of the low marketing margin value, high farmer's share, and high profit-to-cost ratio. All grades of tangerines except grade C oranges in Bontomatene District were efficient because the EP value was <33%","Bontomatene, Income, Marketing, Tangerines."
LINDUNG NILAI HARGA KOPI ARABIKA DI INDONESIA MENGGUNAKAN STRATEGI OPSI,2022,SHIDQY FAJAR,"The increasing consumption of coffee in Indonesia, which is accompanied by the Covid-19 pandemic and the frost phenomenon in Brazil, caused the price of Arabica coffee to increase rapidly. Hedging using an option strategy can be a solution to reduce risk if facing bullish conditions in the future. This study uses three option strategies, namely long call, short combo, and vertical ratio call back spread. Based on the calculation results, the cost of the vertical ratio call back spread is the lowest in bearish conditions and the short combo in bullish conditions. In neutral conditions, the lowest cost is achieved when the option strategy is not carried out. The three option strategies have an infinite maximum profit if the spot price increases, while the maximum loss occurs at different conditions and values. The vertical ratio call back spread is more profitable in bearish conditions, while the short combo is more profitable in bullish conditions.","Arabica coffee, hedging, long call, short combo, vertical ratio call back spread"
SPILLOVER EFFECT INFLASI REGIONAL YANG DIPENGARUHI OLEH TELUR AYAM RAS BESERTA DETERMINAN LAINNYA PERIODE 2018-2021,2022,MUHAMMAD IQBAL NASUTION,"Chicken eggs are one of the eleven main food commodities in addition to cooking oil and red chilies. Based on food source commodities that contributed to inflation or deflation in December 2020, broiler eggs are the commodity with the second largest share of inflation after red chili. Therefore, the stability of the price of purebred chicken eggs is very important, considering that the share of purebred chicken egg inflation is quite high based on food ingredients. This study aims to examine the effect of the price of broiler eggs and other determinants of regional inflation as well as to examine the spatial interaction of the variables of inflation determinants and the spillover effect of regional inflation. The research method used in this study is the Spatial Panel regression model. The results showed that the commodity prices of broiler eggs, MSME loans, and the covid pandemic had a negative and significant impact on regional inflation. Meanwhile, the UMP and foreign bank lending rates and mixed-consumption have a positive and significant impact on inflation. Then there is a positive and significant interaction of spatial effects in this study, but there is no spillover effect of inflation at the regional level. This is because the best model chosen in this study is the Spatial Error Model (SEM). The lag in SEM appears as an error component indicating that the lag can only be explained outside the model.","Chicken eggs, Inflation, Spillover effect, Spatial Error Model, Spatial panel regression"
"KESEDIAAN KONSUMEN MEMBAYAR PRODUK TELUR AYAM YANG MENERAPKAN ANIMAL WELFARE DAN FAKTOR YANG MEMENGARUHINYA (KASUS DI MOJOKERTO, JAWA TIMUR)",2022,INITA TRIMANIA,"Animal welfare in Indonesia has not become an important issue so broiler egg producers do not pay attention to this issue. The application of animal welfare to hens will increase production costs. This study aims to measure consumers' willingness to pay a premium price for eggs and factors affecting. We conducted a survey of 110 egg buyers using the convenience sampling method. Our data shows that 77.27 percent of respondents are willing to pay eggs above the average price (20.94 percent above the price of regular eggs). Using the PLSPM (Partial Least Squares Path Modelling) method, it was found that willingness to pay for egg prices was determined significantly by animal welfare treatments, satisfaction and education. Willingness to pay is determined by the application of animal welfare which can improve egg quality and consumer satisfaction. This research implies that the application of animal welfare in egg production in Indonesia will be appreciated by consumers if attention to animal welfare is accompanied by an increase in egg quality.","animal welfare, broiler eggs, Willingness to Pay, PLSPM"
PENGARUH KEBIJAKAN TARIF DAN NON-TARIF NEGARA-NEGARA IMPORTIR TERHADAP EKSPOR UDANG INDONESIA,2022,ANGGUN TRIA PRATIWI,"The era of globalization has caused the implementation of tariff and nontariff policies to increase in international trade. This study aims to describe Indonesia's attitude towards the implementation, analyze the influence and implications of tariff and non-tariff policies by importing countries. This study uses quantitative descriptive analysis method and import demand model analysis using cross section data of 40 main importing countries of shrimp commodity from Indonesia in 2019. The results showed that Turkey imposed the highest tariff policy on Indonesian shrimp at 37.5 percent. The highest non-tariff policies are Sanitary and Phytosanitary (SPS) and Technical Barriers to Trade (TBT). The estimation results indicate that the variables of population and squid import prices have a positive effect, while the variables of shrimp export prices and TBT measures have a negative effect. The importing country's GDP per capita, economic distance, real exchange rate, tariffs and SPS measures have no effect.","export, non-tariff, tariff, shrimp"
ANALISIS PERUBAHAN BIAYA PRODUKSI SIRUP KELAPA SETELAH PERANCANGAN PERBAIKAN PROSES PRODUKSI GULA CAIR (SIRUP) KELAPA,2022,ADIZA MUTIA RAMADHANI,"The coconut syrup produced by W cooperative has begun to be distributed and exported, but there are still obstacles in the form of deposits in the syrup. Improvements in the production process have been successfully carried out to overcome the deposits formed in the final product of coconut syrup with the addition of 0.4% (v/v) milk on the first cooking of the sap which does not produce sediment, has a higher level of panelist preference in organoleptic tests and has a viscosity level. , moisture content and good proximate. Improving the coconut syrup production process with the addition of coagulant ingredients affects the selling price of coconut syrup products and other cost factors. This project aims to analyze the effect of changes in production costs on cost factors after improving the production process by adding milk coagulant additives. Production cost analysis is carried out by quantitative analysis, namely measuring the feasibility of coconut syrup based on changes in the value of the Product Cost of Goods Sold (HPP), Break Even Point (BEP), Revenue Cost Ratio (R/C), Benefit-Cost Ratio (B/C) and Payback Period and sensitivity analysis with the assumption of the cost of raw material sap and the cost of coagulant additives. The results of the cost analysis showed (HPP) the product increased to Rp. 34,276/bottle, the BEP to be achieved was 7,590 bottles, the R/C value was 1.17, the B/C value was 1.39 and the PBP was 8.621 months. R/C and B/C values greater than 1 indicate that this business is feasible to run as long as the business runs according to the assumptions and technical parameters specified. Sensitivity analysis calculated on several factors of change shows that the production of coconut liquid sugar (syrup) suffers losses or is not feasible to continue in a state of increasing raw material costs and increasing coagulant material costs simultaneously.","cost analysis, sensitivity analysis, coconut syrup"
PEMASARAN KARET ALAM DI KECAMATAN CIPARI KABUPATEN CILACAP,2022,MUSTOFA,"As one the main rubber production areas in Cilacap District, rubber production in Cipari Subdistrict has experienced an increasing trend from 2017 to 2019. However, rubber farmers in Cipari Subdistrict have problems such as low rubber prices, price disparity, and asymmetry market information. This study aims to identify marketing channels and marketing functions, and analyze marketing efficiency of rubber in Cipari Subdistrict. The study used a primary data from 34 rubber farmers and 10 marketing actors such as local trader, wholesalers, and processors who determined by purposive and snowball sampling respectively. The data were analysed using qualitative and quantitative descriptive analyses. The result showed that there are three channels of rubber in Cipari Subdistrict. The farmers had role in storage and sales functions, while marketing institutions had important role in exchange, physical, and facility functions. The marketing channel of farmer-whosaler-crumb rubber processor was relatively more efficient than other two channels with marketing margin of Rp. 3,981.00, farmer's share of 71.11 percent, and profit-to-cost ratio of 2.69.","efficiency, marketing channel, marketing function, marketing margin."
PENGARUH KEBIJAKAN BEA KELUAR BIJI KAKAO TERHADAP EKSPOR COCOA BUTTER INDONESIA KE AMERIKA SERIKAT,2022,UMI FADHILATUSSHOBAROH,"The implementation of the cocoa bean export tax policy aims to encourage an increase in cocoa butter exports. The United States is one of the importing countries of Indonesian cocoa butter. The purpose of this study is to analyze and describe the effect of the export duty policy on cocoa beans from Indonesia's cocoa butter exports to the United States. The study uses annual times series data from 1990 to 2020. The method used is the Error Correction Model (ECM). The results showed that in the long term the international price of cocoa beans, cocoa butter export prices, and cocoa bean policies had a significant effect. In the short term, the variables of cocoa butter export prices have a significant positive effect on Indonesia's cocoa butter exports to the United States. The policy of exporting cocoa beans can increase Indonesian cocoa butter exports to the United States so that this policy can be continued. In addition to encouraging the growth of the processing industry, in the future the quality of the cocoa butter produced needs to be maintained and improved.","cocoa beans export tax, ECM, export of cocoa butter"
