Judul ,Tahun,Nama Penulis ,Abstrak,Keywords
"PENGARUH VARIABEL MAKROEKONOMI TERHADAP
HARGA SAHAM PERUSAHAAN SEKTOR CONSUMER
GOODS PADA INDEKS LQ 45",2015,NUR KARDINA MASSIJAYA,"Capital market is a choice of which also affected by the fluctuative development of macroeconomics variables. Consumer goods seems attractive by the rapid development of middle class inhabitants. The purpose of this research is to analyze the partial and simultaneous impact of macro economics variables against stock price of consumer goods companies which listed on LQ 45 in 2008- 2013. The statistical methods used are simple and multiple linear regression. The analysis on partial indicates that inflation and exchange rate give significant negative impact on the movement of the stock price, while broad money and GDP give significant positive impact on the stock price of consumer goods companies that listed on LQ 45 in 2008-2013. Exchange rate gives no impact on the stock price movement. Simultaneous analysis indicates that inflation rate, exchange rate, and gross demosetic product simultaneously give significant positive impact on the stock price movement."," consumer goods, LQ 45 index, inflation, exchange rates, GDP. "
"ANALISIS PERAN EKONOMI USAHATANI CABAI DI
PETANI KABUPATEN BOGOR JAWA BARAT",2015,ZELLA AULIA ANGGRIANI,"Monthly price of chili in Indonesia tend to fluctuate sharply. This study aimed to analyze the income and its contribution to farmer household income. Data collected from 30 farmers conducted on the basis of a purposively selected sample. The data were analyzed using descriptive statistic methods. The results showed that the average price of chili, income of chili accounts for more than 50 percent of farmers household income. However at the lowest prices, earnings accounted for only 30.55 percent of farmers household income. The implication of these finding is that the fluctuations in the prices of chili largely determine household income of farmers.","chili, contribution, cost structure"
"DAMPAK SUBSIDI SUKU BUNGA PINJAMAN TERHADAP
EKSPOR UDANG INDONESIA",2015,MIRANTI PUSPADEWI,"Nowadays, shrimp becoming primary fisheries product of export activity. Growth of Indonesia shrimp trading had several issues both in domestic and international (export). Domestic market obstacles shrimp were supply continuity in frozen and prepared shrimp industry and also fisherman and fishery sellers at small and medium range typically difficult to got loan. International market obstacle happened because Indonesia shrimp product still not legalized related standard. The aims of this research were to analyzed factors that influenced in supply and demand of domestic market and export to United States of America and Japan related to the subsidy law affect toward supply demand and Indonesia shrimp export quantity.This research used time series data from 1989-2011. Indonesia shrimp tranding model built as simultan equation system and estimated by two stage least square (2SLS) method. Indonesia shrimp tranding spesification model divided into 32 equations (21 structural equations and 11 identity equations). Loan rate subsidy law will increasing shrimp production (fresh, frozen, prepared) that encourage shrimp export capacity from Indonesia to United States of America and Japan.","export, loan rate, shrimp, subsidy, supply and demand"
"ANALISIS PERMINTAAN KARET ALAM INDONESIA OLEH
INDUSTRI BAN, SARUNG TANGAN, DAN SEPATU ",2015,RIRI HAERUNI ,"Natural rubber is a product produced from rubber plantations. Indonesian natural rubber production are not accompanied by high domestic processing but many serve as export commodities. However, based on data from the Combined Companies Rubber Indonesia in 2012 the number of Indonesian exports decreased. The decline in Indonesia natural rubber exports in 2012 due to external and internal factors. External factors due to the global economic crisis, and Internal factors due to domestic rubber downstream industry developing. This study was restricted to examining the internal factors causing the decline in Indonesia natural rubber exports. The purpose of this study is to analyze development the production of natural rubber, natural rubber consumption by downstream rubber industry, and natural rubber production of downstream products, as well as to analyze the factors that affect the demand for downstream rubber industry in Indonesia for natural rubber. This study uses time series data from 1990 to 2012 year. The method used are analysis description and model multiple linear regression with estimation methods Ordinary Least Squares (OLS). Indonesian natural rubber demand by downstream industries is derived demand (derived demand) of the company's profits that allegedly affected by input prices (real prices of natural rubber), input prices other (real prices of synthetic rubber), output prices (real prices of downstream product), and total output (production of downstream product). The results showed a decrease in natural rubber exports indicates that the domestic downstream industry rubber began to flourish. Demand for natural rubber in Indonesia's downstream industries significantly affected by the rate of real price of inputs, the real price of downstream products, the production of downstream products, and demand natural rubber by downstream industry the previous year.","derived demand, natural rubber, Ordinary Least Square (OLS),
synthetic rubber, tyre, glove, and shoes industry"
"FAKTOR-FAKTOR YANG MEMENGARUHI KONSUMSI
ROKOK KRETEK : STUDI KASUS DI KECAMATAN BOGOR
BARAT",2015,RIANA NUR QINTHARA,"Indonesia has 33 provinces which are scattered over its area. West Java is the second highest province in term of prevalence of smoking habit for age groups 10 and above. Among counties and cities in West Java, Bogor is a city with largest number of cigarette consumer in West Java in term of prevalence of smoking habit for age groups 10 and above. The purposes of this study are to analyze: 1) Characteristic of cigarette comsumers that are live in West Bogor Subdistrict; 2) Factors that influence consumption of cigarettes in West Bogor Subdistrict. This study uses primary and secondary data. Poisson regression analysis is applied in this study as method of analysis. The results of this study indicate that: 1) characteristics of respondents are senior high school graduate, married, trader, 27 to 38 years old. They have monthly income more than Rp3 500 000. The price of clove cigarette consumed is about Rp900 to Rp1 075. The price of subtitute cigarette is about Rp761 to Rp1 020. The price of complementary good purchased by respondents is about Rp2 600 to Rp5 000; 2) Factors that influence consumption of clove cigarette in Bogor are price of clove cigarette, price of subtitute cigarette, price of complementary good, age, and education level.","poisson regression analysis, characteristics of smoker,
consumption of clove cigarette"
"ANALISIS PEMASARAN UBI JALAR
(Studi Kasus: Kelompok Tani Hurip,
Desa Cikarawang, Kecamatan Dramaga,
Kabupaten Bogor, Jawa Barat)",2015,YOSIA BSMS SILALAHI,"Sweet potato is one of the most vital agricultural commodity in Indonesia. Agricultural sector is one of the key in eradicating poverty, providing employment opportunity, and also strengthening food security of a nation. Cikarawang village, Subdistrict of Dramaga, Bogor Regency is the center producer of sweet potato in West Java. The objective of this study is to identify the underlying market chain and to analyze the efficiency of market chain toward cost. The data used in this research is data primary and secondary data. Methods used is purposive methods of sampling for farmers and snowball sampling for marketing agencies . Marketing agency involved is the Group of farmers, traders and retailers Gatherer. The result of analysis, obtained marketing outlets 5 is the channel that most efficient for farmer's producers with the value of the smallest margins of 800 rupiah, farmer's largest share 73,33 percent, and total marketing cost smallest of 320 rupiah. By knowing marketing channel efficiently can increase income and welfare of farmers. Advice on this research are farmers producers are expected to perform the activities of usahataninya better, a seeking for information price to the consumer to posittions bargaining stronger. Traders a retailer needs to give certainty the price so consumers and farmers know about the price of a definite and not occurring bargaining the price of sweet potato. Marketing institutions can expand the market by making the outlet and engaged with their marketing who sells the processed products sweet potato. Advice the next research is to increase the added value of yams and increase total sales on a tract 5 (marketing outlets efficient for farmers).","effieciency of marketing, farmer's share, marketing analysis, marketing
channel of sweet potato"
"EFISIENSI PEMASARAN PEPAYA CALIFORNIA DI DESA
RANCABUNGUR DAN DESA MEKARSARI KECAMATAN
RANCABUNGUR KABUPATEN BOGOR, JAWA BARAT",2015,GITA NURDINIATI,"Pepaya california is one of commodities that potentially to be developed. In rancabungur, there are farmer‘s who join with the farmer‘s group and individual farmer. The results of this research show that there are 7 formed marketing channels of individual farmers. The most efiicient marketing channels of individual farmer‘s is the fifth marketing channel (farmers—retailer—end consumers) because it is has the smallest marketing margin, the biggest farmer‘s share and π/C ratio value is more than one. There are 4 formed marketing channels of farmer‘s groups. The most efficient marketing channels is the first marketing channel (farmer— farmer‘s group—retailer—end consumers). It is because has the smallest marketing margin, the biggest farmer‘s share and π/C ratio value is more than one.","efficiency, marketing channels, pepaya california, farmer‘s group"
"ANALISIS BIAYA PERSEDIAAN PADA UKM RAJEG,
TANGERANG SELATAN",2015,NUR HIDAYAH,"The use of waste as the main raw material in UKM Rajeg led to the availability of raw materials is not fixed or unstable. It causes difficulties for UKM Rajeg calculate the cost of production. Inventory control is necessary in order to ensure the raw material and the amount received in a timely manner so that the cost of production can be calculated precisely. The purpose of this research is as follows: (1) Identify the raw material inventory control has been done UKM Rajeg (2) Identifying the optimal order levels UKM Rajeg (3) Identify the calculation of the cost of production has been done UKM Rajeg (4) Analyze calculation the cost of production of UKM Rajeg using variable costing and absorption costing (5) Comparing two methods and determine effect on the determination of the profit or loss UKM Rajeg. In this research, quantitative methods were analyzed by the method of EOQ (Economic Order Quantity), variable costing and absorption costing. These results indicate that the cost of production by both methods showed different results but profit the same advantages","absorption costing, EOQ, inventory cost, UKM Rajeg, variable
costing"
"FAKTOR-FAKTOR YANG MEMENGARUHI VOLUME
IMPOR KOMODITAS APEL INDONESIA",2015,ISWAHYUNI,"Apples are kind of horticultural product with high rate of import volume. The high volume of imported apples was influenced by increasing availability of apples’s supply in exporting countries, such as Australia, China, France, Japan, South Korea, New Zealand, USA, and South Africa. Therefore, analyzing the determinants of Indonesia’s apples import volume is needed. The method used in this study is static data panel with gravity model approach. Besides, this study utilizes Indonesia’s data on apples’s import volume from 2009 to 2013 from eight largest exporting countries. The results show that price of imported apples, price of domestic apples, price of domestic oranges, total production of domestic apples, real exchange rate, Indonesia's real GDP per capita, exporting countries’s real GDP per capita, and economic distance affect Indonesia’s apples import volume.","Apples, Gravity model, Import Volume"
"ANALISIS EFISIENSI TATANIAGA IKAN KERAPU MACAN
(Epinephellus fuscoguttatus) PADA KELOMPOK TANI SEA FARMING
DI KELURAHAN PULAU PANGGANG KECAMATAN KEPULAUAN
SERIBU UTARA KABUPATEN ADMINISTRASI KEPULAUAN SERIBU",2015,MUHAMMAD QUSTAM SAHIBUDDIN,"Grouper aquaculture activities conducted by the Group of Sea Farming has been running ± 9 years. Where the sea farming groups have been able to produce tiger grouper from 2006 to September 2014 as much as 6798.9 kg with a production value of Rp 857.715 million. But the price of tiger grouper decline in the level of farmers. In 2013 the price of tiger grouper Rp 95,000 to Rp. 125,000 per kg. Whereas in 2014, the price of tiger grouper ranges from Rp 90,000 to Rp 110,000 per kg. So the sea farming group revenues decreased. This study aimed to analyze marketing efficiency tiger grouper sea farming group based on qualitative and quantitative analysis. Based on the analysis, it is known that the marketing of tiger grouper sea farming group has three marketing channels. The smallest marketing margin value contained in the channels III (Rp 45,000). The largest farmer's share value contained in the channel III (67.86 percent), then the value of π/C ratio contained in the channel III (2,42). So that the marketing channel III is an efficient channel."," Sea Farming Group, tiger grouper, marketing, efficiency"
