Judul ,Tahun,Nama Penulis ,Abstrak,Keywords
"ANALISIS FENOMENA OLIGOPSONI KOMODITAS
HORTIKULTURA DALAM RANTAI DISTRIBUSI DALAM
PASAR MODERN: PERSPEKTIF EKONOMI POLITIK
(PERIODE JANUARI – MEI 2013)",2013,ACHMAD RIVANO,"Distribution of agriculture product is an important things in delivered products that produce by farmers to the community to consume. The infiltration that modern market do in distribution of agriculture products affect the distribution process. This research was focusing in market efficiency and price transmission of six horticulture products that produce in Indonesia and sold by for big modern market. The methods that used in this research are distribution’s margin analysis, price transmission, and descriptive kualitative method. Result of this research show there is a variance in market structure on each level of distribution and there is an indication that oligopsony phenomenom happened in distribution in modern market.","Horticulture, Agriculture Distribution, Market Structure, Market
Efficiency, Modern Market, Economy Politic "
ANALISIS FLUKTUASI HARGA KOMODITAS PANGAN DAN PENGARUHNYA TERHADAP INFLASI DI JAWA BARAT,2013,LIA NUR ALIA RAHMAH,"West Java is the most populous province in Indonesia. That large population need the availability of sufficient food to achieve food price stability. Based on data from BPS Jawa Barat (2013), the contribution of food inflation to general inflation in West Java is the largest, in 2011 reached 0.93% and in 2012 reached 1.43%. Therefore, the price of food is an important issue in West Java. This study analyzes the prices of three main food commodities, namely rice, soybeans, and sugar. The data used are monthly time series data from January 2009 to December 2012. The objectives of this study are: 1) to describe the development of food commodity prices in West Java using descriptive analysis; 2) to analyze trends in food commodity prices in the future in West Java using ARIMA (Autoregressive Integrated Moving Average) method and; 3) to analyze the effects of food commodity price fluctuations on inflation in West Java using VAR (Vector Autoregression) model. The results of descriptive analysis show that in 2009-2012 the price of rice, soybeans, and sugar have an upward trend. Trend analysis of food commodity price shows that during the next twelve period (in 2013), the price of rice and soybeans are likely to increase while the price of sugar fluctuates with the price difference relatively small. The IRF (Impulse Response Functions) analysis shows that in the long term, the response of Consumer Price Index (CPI) of West Java towards shocks in food commodity prices continues to increase. The FEVD (Forecast Error Variance Decomposition) analysis shows that the price of sugar contributes the most in explaining the variability of inflation in West Java, followed by rice, and soybean prices.","ARIMA, food commodity price, inflation, VAR"
"ANALISIS HARGA POKOK AIR BERSIH PDAM
DAN KOMPONEN BIAYA TRANSAKSI TERHADAP
PENETAPAN HARGA AIR PDAM PT. AETRA JAKARTA",2013,DESNI UTAMI,"Farmers need an adequate and trusted information in order to increase vegetable marketing. For fulfilling their information requirement, farmers establish a communication network among them. The purposes of this research were (1) to describe the communication network in price information and vegetable marketing among farmers (2) to analyze the relationship between personal characteristics of farmer and the communication network in price information and vegetable marketing. All members of Tani Jaya Farmer-Group, 21 farmers were taken as sample by using sampling intact system. This research resulted several outputs i.e: (1) communication network about vegetable price information was interlocking personal network and communication network about vegetable selling was radial personal network (2) there was significant relationship between arable land area, side job in addition to farming with local and global centrality of communication network about vegetable price information. There was also significant relationship between arable land area with global centrality of communication network about vegetable selling.","communication network, vegetable farmers, vegetable marketing "
"ANALISIS PENGARUH PERSEPSI PROMOSI DAN PERSEPSI
HARGA TERHADAP KEPUTUSAN PEMBELIAN DAN
BRAND SWITCHING FRESHCARE AROMATHERAPY",2013,NOVIANI MEDIKA PRATIWI ,"Indonesian society has long known the wind oil products. Fragrance and warmth believed to relieve a variety of ailments such as colds, headaches, nausea, to body warmers, relieve flatulence, motion sickness, and as muscle relaxants. The pharmaceutical industry is a dynamic global market that need a quick response and creative innovations to market developments. This study aimed to analyze the influence of perception and perception promotional price on purchasing decisions and brand switching FreshCare Aromatherapy. Analysis tools used in this study is cross-tabulations and regression analysis with a sample size of 100 respondents. Results of cross-tabulation between satisfaction and customer loyalty is a correlation between the two. By using regression analysis, it can be seen that the perception of promotion is not a positive influence on consumer purchasing decisions, while a positive influence price perception on purchase decisions. From the results of the questionnaire have also known that the majority of consumers are satisfied and will not switch brands.","brand switching, cross tabulation, freshcare, regression analysis"
ANALISIS BIAYA PRODUKSI AIR MINUM DALAM KEMASAN DAN MINUMAN MADU DI PERUM PERHUTANI UNIT III JAWA BARAT DAN BANTEN,2013,DESRINA DEWI RESPATI,"The main price of bottled drinking water and honey water is strongly influenced by the production cost. The objective of this research is to analyze the production cost of bottled drinking water and honey water, its main price, Break Even Point (BEP) and Return on Investment (ROI). The value of production cost includes fixed cost and variable cost which the raw material cost is obtained from Water Economic Valuation (WEV). Based on analysis, production cost before WEV is Rp6 579 944 952. The Water Economic Valuation that obtained is Rp692/litre so that the production cost after WEV is Rp10 500 370 484. The high production cost makes the main price is also high, around Rp23 928 to Rp53 275. Value of BEP shows Perhutani earn profit from honey water but should stop the production of bottled drinking water or makes its price higher. Value of ROI can’t be obtained because there is no net profit that produced by Perhutani. Based on the result of this analysis, the company is loss and to earn profit, the cost production should be pressed","Bottled drinking water,Break Even Point, honey water, main price, Return on Investment"
FAKTOR-FAKTOR YANG MEMENGARUHI POPULASI SAPI DALAM NEGERI SERTA IMPLIKASI KEBIJAKANNYA TERHADAP SWASEMBADA DAGING SAPI DI INDONESIA,2013,MASLINA KARLINCE HUTAGAOL,"In recent years, consumption of beef in Indonesia tends to increase. Increase in the rate of demand for beef in line with population growth, per capita incomes, and changing consumer tastes. The problem that occurs is that Indonesia is still a net importer of beef with 35 percent of beef supply comes from imports. It is influenced by the volume of beef production in Indonesia is not proportional to the increase in consumption. Analysis method using multiple linear regression analysis with the period from 1989 to 2011 as well as the use of beef population as the dependent variable and the four independent variables which include beef prices, feed prices, credit, and production technology. Concluded that the price of beef, credit, production technology and animal feed prices can affect cattle population in the country. Therefore, efforts to achieve self-sufficiency in beef (Beef Self-Sufficiency Program) in 2014 focused on increasing the cattle population.","Beef, Production, Beef Self-sufficiency."
"SISTEM PEMASARAN DAN NILAI TAMBAH PRODUK OLAHAN UBI JALAR (Ipomoea batatas L.) DI DESA CIKARAWANG DAN DESA PETIR, KECAMATAN DRAMAGA, KABUPATEN BOGOR",2013,FEBRIANI,"Sweet potato is a source of carbohydrat and protein, relatively inexpensive for consumption. The farmers had high dependency to the middleman, the lack of market access and price information in farmer’s level lead the bargaining position of the farmers low, and the activity of sweet potatoes processing. Therefore, the research is conducted to determine the marketing systems and value-added of processed sweet potato product. The objective of this research is to analyze the agency and functions of marketing, marketing channel, market structure and market behavior; to analyze marketing margin, farmer’s share, and the ratio of benefits to costs; to calculate value-added of dumpling, flour, and cracker. Data collection was held by observation and interviews to the farmers and entrepreneurs of processed sweet potato products in the Cikarawang village and Petir village by purposive sampling method, whereas for the marketing agency data collection was held by following the flow of information from the previous marketing agency and purposive sampling. The results are shown that the third channel was relatively efficient to distribute grade A and B sweet potato, while the first channel was relatively efficient to distribute grade C sweet potato. The results of value added analysis of processed sweet potato products have shown that the value added ratio and profit level of dumpling was the highest than other processed sweet potato products.","marketing margin, marketing channel, market structure, value-added"
ANALISIS RANTAI PEMASARAN BERAS IR-42 (Distribusi dari Kabupaten Subang Ke DKI Jakarta),2013,NANDA FEBYANA,"Subang in Pasar Induk Beras Cipinang, DKI Jakarta, is known as the supplier of IR-42 rice. IR-42 is one of premium rice ini Indonesia that the price of this rice is higher than the other. However, benefits of the high price of this rice is not earned equally by all actors in the marketing chain. In the other hand, the benefit of the high price of the rice is not The objective of this study is to analiyze the caharacteristics of the IR-42 rice marketing chain from Subang Region to DKI Jakarta, and also to analyze the marketing efficiency rate of the rice marketing chain from Subang to Pasar Induk Beras Cipinang. The characteristics of this marketing channel is analyzed by the supply chain frame work developed by Vorst (2006). While, the analysis of the marketing efficiency is used because it is not possible to measure its performance by the supply chain performance, because there is no supply chain network in this marketing chain.The result of this study indicates that the integrated channel is more efficient than any channel. Developing this marketing channel is important, especially related to its coordination and collaboration among all the actor in this marketing channel.","IR-42 Rice, Marketing Chain, Marketing Efficiency"
ANALISIS DAMPAK BLACK CAMPAIGN MINYAK KELAPA SAWIT (CPO) TERHADAP VOLUME EKSPOR CPO INDONESIA,2013,MARSHA DEWI PUTRI,"Indonesia is the biggest producer and exporters of Crude Palm Oil (CPO) in the world. Palm oil is a vegetable oil with the highest consumption rates in the world. However, in international trade, consumers who choose to buy CPO are sensitive to negative issues or black campaign. The purpose of this study is to analyze the development of Indonesia's CPO export volume demand and analyze the impact of CPO black campaign against Indonesian CPO export volume by using secondary data from 1996 to 2011 in the form of panel data. The results showed that the volume of Indonesian CPO exports to United States, Netherlands, England and Germany has fluctuated. Regression analysis showed that the real exchange rate of rupiah, real GDP per capita of the importing country, international soybean price, CPO export price and black campaign affect the volume of Indonesia's CPO export demand. While the international CPO prices do not affect the volume of CPO export to destination countries.","Palm Oil, Exports, Volume, Black Campaign, Data Panel"
ANALISIS FAKTOR-FAKTOR YANG MEMENGARUHI RESPON PRODUKSI KAKAO DI INDONESIA,2013,Setya Agung Riyadi,"Cocoa (Theobroma cacao) is a plant from South America. Cocoa is one of the plantation pledge commodity whose role quite important for the national economy, particularly as a provider of employment, sources of income and foreign exchange (Ministry of Industry 2007). Cocoa contributed the largest foreign exchange to Indonesia's exports after oil palm. Foreign exchange value of cocoa amounted to U.S. $ 1,345.3 million with a volume of 440 thousand tons in 2011. The purpose of this study was to analyze factors that affect response cacao production in Indonesia and saw developments of cocoa in Indonesia. This study uses quantitative and descriptive analysis. Quantitative analysis which used to analyze the factors which affect the production of cocoa in Indonesia is OLS (ordinary least square). Results of the OLS analysis indicates that response cocoa Production affected by the total area of cocoa, crisis and the production previously.","Response Production, Cocoa, OLS"
